Effective date ,S&P U.S. Government Bond Index
4/3/2020,115.76
4/6/2020,115.51
4/7/2020,115.33
4/8/2020,115.13
4/9/2020,115.28
4/13/2020,115.07
4/14/2020,115.16
4/15/2020,115.91
4/16/2020,116.15
4/17/2020,115.79
4/20/2020,116.04
4/21/2020,116.36
4/22/2020,116.06
4/23/2020,116.19
4/24/2020,116.25
4/27/2020,115.75
4/28/2020,116.11
4/29/2020,116.02
4/30/2020,115.77
5/1/2020,115.92
5/4/2020,115.87
5/5/2020,115.73
5/6/2020,115.36
5/7/2020,115.9
5/8/2020,115.56
5/11/2020,115.32
5/12/2020,115.6
5/13/2020,115.79
5/14/2020,116.02
5/15/2020,115.95
5/18/2020,115.35
5/19/2020,115.52
5/20/2020,115.57
5/21/2020,115.64
5/22/2020,115.74
5/26/2020,115.49
5/27/2020,115.46
5/28/2020,115.38
5/29/2020,115.6
6/1/2020,115.48
6/2/2020,115.36
6/3/2020,114.93
6/4/2020,114.57
6/5/2020,114.27
6/8/2020,114.36
6/9/2020,114.71
6/10/2020,115.22
6/11/2020,115.62
6/12/2020,115.38
6/15/2020,115.39
6/16/2020,115.07
6/17/2020,115.16
6/18/2020,115.41
6/19/2020,115.43
6/22/2020,115.43
6/23/2020,115.3
6/24/2020,115.56
6/25/2020,115.6
6/26/2020,115.89
6/29/2020,115.89
6/30/2020,115.76
7/1/2020,115.67
7/2/2020,115.74
7/6/2020,115.62
7/7/2020,115.96
7/8/2020,115.86
7/9/2020,116.24
7/10/2020,116.07
7/13/2020,116.18
7/14/2020,116.2
7/15/2020,116.11
7/16/2020,116.23
7/17/2020,116.18
7/20/2020,116.24
7/21/2020,116.29
7/22/2020,116.35
7/23/2020,116.59
7/24/2020,116.58
7/27/2020,116.46
7/28/2020,116.68
7/29/2020,116.7
7/30/2020,116.89
7/31/2020,116.89
8/3/2020,116.8
8/4/2020,117.07
8/5/2020,116.8
8/6/2020,116.93
8/7/2020,116.73
8/10/2020,116.63
8/11/2020,116.29
8/12/2020,116.03
8/13/2020,115.75
8/14/2020,115.71
8/17/2020,115.81
8/18/2020,116
8/19/2020,115.85
8/20/2020,116.08
8/21/2020,116.2
8/24/2020,116.12
8/25/2020,115.94
8/26/2020,115.86
8/27/2020,115.45
8/28/2020,115.51
8/31/2020,115.67
9/1/2020,115.97
9/2/2020,116.18
9/3/2020,116.27
9/4/2020,115.71
9/8/2020,115.92
9/9/2020,115.85
9/10/2020,115.98
9/11/2020,116.05
9/14/2020,116.04
9/15/2020,115.99
9/16/2020,115.92
9/17/2020,115.99
9/18/2020,115.89
9/21/2020,116.04
9/22/2020,116.03
9/23/2020,116.07
9/24/2020,116.14
9/25/2020,116.17
9/28/2020,116.12
9/29/2020,116.16
9/30/2020,115.91
10/1/2020,115.96
10/2/2020,115.85
10/5/2020,115.31
10/6/2020,115.47
10/7/2020,115.24
10/8/2020,115.41
10/9/2020,115.35
10/13/2020,115.68
10/14/2020,115.73
10/15/2020,115.68
10/16/2020,115.59
10/19/2020,115.49
10/20/2020,115.26
10/21/2020,115.16
10/22/2020,114.86
10/23/2020,115.01
10/26/2020,115.27
10/27/2020,115.45
10/28/2020,115.48
10/29/2020,115.19
10/30/2020,114.92
11/2/2020,115.09
11/3/2020,114.93
11/4/2020,115.56
11/5/2020,115.6
11/6/2020,115.26
11/9/2020,114.65
11/10/2020,114.47
11/12/2020,115.04
11/13/2020,114.97
11/16/2020,114.92
11/17/2020,115.12
11/18/2020,115.16
11/19/2020,115.29
